"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","65","XML pref","chromium","Tue Jul 08 23:38:56 GMT 2025","passed","Tue Jul 08 23:38:56 GMT 2025","API challenge","api.spec.js","",""
"","64","Invalid Accept Header","chromium","Tue Jul 08 23:38:56 GMT 2025","passed","Tue Jul 08 23:38:56 GMT 2025","API challenge","api.spec.js","",""
"","64","Post note with valid Bearer token","chromium","Tue Jul 08 23:38:57 GMT 2025","passed","Tue Jul 08 23:38:57 GMT 2025","API challenge","api.spec.js","",""
"","61","Invalid X-AUTH-TOKEN returns 403 Forbidden","chromium","Tue Jul 08 23:38:57 GMT 2025","passed","Tue Jul 08 23:38:57 GMT 2025","API challenge","api.spec.js","",""
"","298","Valid Basic Auth","chromium","Tue Jul 08 23:38:57 GMT 2025","passed","Tue Jul 08 23:38:57 GMT 2025","API challenge","api.spec.js","",""
"","7287","Password retrieval does not work on AcademyBugs","chromium","Tue Jul 08 23:39:13 GMT 2025","passed","Tue Jul 08 23:39:20 GMT 2025","Аккаунт","forgotPassword.spec.js","",""
"","62","Post note when invalid X-AUTH-TOKEN","chromium","Tue Jul 08 23:38:57 GMT 2025","passed","Tue Jul 08 23:38:57 GMT 2025","API challenge","api.spec.js","",""
"","64","Extra","chromium","Tue Jul 08 23:38:55 GMT 2025","passed","Tue Jul 08 23:38:55 GMT 2025","API challenge","api.spec.js","",""
"","239","Create a todo","chromium","Tue Jul 08 23:38:54 GMT 2025","passed","Tue Jul 08 23:38:55 GMT 2025","API challenge","api.spec.js","",""
"","65","Get a specific todo","chromium","Tue Jul 08 23:38:54 GMT 2025","passed","Tue Jul 08 23:38:54 GMT 2025","API challenge","api.spec.js","",""
"","5805","Changing currency should not freeze the page","chromium","Tue Jul 08 23:39:20 GMT 2025","passed","Tue Jul 08 23:39:26 GMT 2025","Карточка товара","store.spec.js","",""
"","65","Update todo with no amend id","chromium","Tue Jul 08 23:38:56 GMT 2025","passed","Tue Jul 08 23:38:56 GMT 2025","API challenge","api.spec.js","",""
"","67","Description too long","chromium","Tue Jul 08 23:38:55 GMT 2025","passed","Tue Jul 08 23:38:55 GMT 2025","API challenge","api.spec.js","",""
"","76","Content too long","chromium","Tue Jul 08 23:38:55 GMT 2025","passed","Tue Jul 08 23:38:55 GMT 2025","API challenge","api.spec.js","",""
"","64","Fail to update an existing todo because title is missing","chromium","Tue Jul 08 23:38:55 GMT 2025","passed","Tue Jul 08 23:38:56 GMT 2025","API challenge","api.spec.js","",""
"","64","Todo does not exist","chromium","Tue Jul 08 23:38:55 GMT 2025","passed","Tue Jul 08 23:38:55 GMT 2025","API challenge","api.spec.js","",""
"","65","No `Accept` header","chromium","Tue Jul 08 23:38:56 GMT 2025","passed","Tue Jul 08 23:38:56 GMT 2025","API challenge","api.spec.js","",""
"","62","Check the 'Allow' header","chromium","Tue Jul 08 23:38:56 GMT 2025","passed","Tue Jul 08 23:38:56 GMT 2025","API challenge","api.spec.js","",""
"","64","Get only headers","chromium","Tue Jul 08 23:38:54 GMT 2025","passed","Tue Jul 08 23:38:54 GMT 2025","API challenge","api.spec.js","",""
